titre,date,editeur,fichier 
The plant diseases of importance in the transportation of fruits and vegetables,1918,"Chicago, Printed for special distribution by American railway perishable freight association",1918_Theplantdiseasesofim.txt
Sugar in war time,1918,"Urbana, Pub. by the University of Illinois, under the direction of the War committee",1918_Sugarinwartime.txt
The Metropolitan Life cook book,1918,[Ottawa] : Metropolitan Life Insurance Co.,1918_TheMetropolitanLifec.txt
"Hearty dishes for one hundred : suitable for hotels, boarding houses, institutions",1918,Washington : Government Printing Office,1918_Heartydishesforonehu.txt
More recipes for fifty,1918,"Boston, Whitcomb & Barrows",1918_Morerecipesforfifty.txt
"Skates and rays. Interesting fishes of great food value, with 29 recipes for cooking them",1918,"[Washington, Govt. print. off.",1918_SkatesandraysInteres.txt
"Mary Elizabeth's war time recipes, containing ... recipes for wheatless cakes and bread, meatless dishes, sugarless candies, delicious war time desserts [etc.] ..",1918,"New York, F.A. Stokes",1918_MaryElizabethswartim.txt
Practical patriotic recipes,1918,"[Hampton, Va.] The Hampton normal and agricultural institute",1918_Practicalpatrioticre.txt
Wheatless and meatless days,1918,"New York, D. Appleton",1918_Wheatlessandmeatless.txt
The bride's cook book,[1918?],"San Francisco, Cal. : Pacific Coast Pub. Co.",1918_Thebridescookbook.txt
"Food, its composition and preparation; a textbook for classes in household science",1918,"New York, John Wiley & sons, inc.; [etc., etc.]",1918_Fooditscompositionan.txt
"Report of the Food problem committee. March, 1918",1918,[New York],1918_ReportoftheFoodprobl.txt
Food Saving and Sharing: Telling how the Older Children of America May Help ...,1918,"Doubleday, Page & company",1918_FoodSavingandSharing.txt
Food; its composition and preparation; a textbook for classes in household science,1918,"New York, John Wiley & sons, inc.; [etc., etc.]",1918_Fooditscompositionan.txt
The conservation of food energy,1918,"Philadelphia, Saunders",1918_Theconservationoffoo.txt
Twentieth Century Club war time cook book,1918,"Pittsburgh : Pierpont, Siviter & Co.",1918_TwentiethCenturyClub.txt
The Boston cooking-school cook book,[c1918],"Boston : Little, Brown, and company",c1918_TheBostoncookingscho.txt
"Official bulletin issued by the Shasta county committee of the Council of national and state defense; containing menus, recipes and suggestions for the use of the those materials which will conserve food following the directions of the National food administration;",1918,"San Francisco, H. S. Crocker company",1918_Officialbulletinissu.txt
Two hundred and seventy-five war-time recipes,1918,"Bedford, Mass. [The Bedford print shop]",1918_Twohundredandseventy.txt
Wheat saving,1918,"Urbana, Pub. by the University of Illinois, under the direction of the War committee",1918_Wheatsaving.txt
Food and freedom; a household book,[c1918],"New York, London, Harper & brothers",c1918_Foodandfreedomahouse.txt
"The human mechanism, its physiology and hygiene and the sanitation of its surroundings",[c1918],Boston,c1918_Thehumanmechanismits.txt
Economical cookery,1918,"Boston, Little, Brown, and company",1918_Economicalcookery.txt
The corn cook book,1918,"New York, P.F. Volland Company",1918_Thecorncookbook.txt
Mrs. Allen's book of meat substitutes,1918,"Boston, Small, Maynard & company",1918_MrsAllensbookofmeats.txt
"Report of the temperature reached in army biscuits during baking, especially with reference to the destruction of the imported flour-moth, Ephestia kühniella Zeller",1918,"London Printed by order of the Trustees of the British Museum, sold by Longmans, Green",1918_Reportofthetemperatu.txt
Wheatless recipes tested in the experimental kitchen of the Food administration,1918,"[Washington, Govt. print. off.",1918_Wheatlessrecipestest.txt
Food study; a textbook in home economics for high schools,1919 [1917],"Boston, Little, Brown, and company",19191917_Foodstudyatextbookin.txt
Wheat for liberty,1918,"[Washington, Govt. print. off.",1918_Wheatforliberty.txt
Handbook of recipes as used in the course in home economics in Columbus Public Schools,c1918],"[Columbus, O. Stoneman Press Co.",c1918_Handbookofrecipesasu.txt
How to sweeten cranberries,1918,"[Washington, Govt. print. off.",1918_Howtosweetencranberr.txt
Mrs. Cora E. Hall's key to cookery: a practical and up to date guide for the kitchen,1918,"Lodi, Cal., Cora E. Hall",1918_MrsCoraEHallskeytoco.txt
More recipes for fifty,1918,"Boston, Whitcomb & Barrows",1918_Morerecipesforfifty.txt
Forty-four ways to win the war,1918,"[Chicago, Ill.] : Marshall Field & Co.",1918_Fortyfourwaystowinth.txt
Lessons in cookery,1918,"Chicago, New York, Rand McNally & company",1918_Lessonsincookery.txt
Lessons in cookery,1918,"Chicago, New York, Rand McNally & company",1918_Lessonsincookery.txt
Six Texas food products; recipes and food values,1918,"Austin, Tex., The University",1918_SixTexasfoodproducts.txt
Conservation recipes,1918,"Berkeley, Cal. [Press of the Courier]",1918_Conservationrecipes.txt
The cook's economical book,1918,"Boston, W. A. Butterfield",1918_Thecookseconomicalbo.txt
Neufchâtel and cream cheese : farm manufacture and use,1918,"Washington, D.C. : U.S. Dept. of Agriculture",1918_Neufchtelandcreamche.txt
New Perfection Cook Book ( 1918),1918,,1918_NewPerfectionCookBoo.txt
Two hundred and seventy-five war-time recipes,1918,"Bedford, Mass. [The Bedford print shop]",1918_Twohundredandseventy.txt
Syphilis and the army,1918,"London, University of London press",1918_Syphilisandthearmy.txt
Health for the family in wartime,1918,"[Orange, N.J., printed by H. A. Carson]",1918_Healthforthefamilyin.txt
Food Problems: To Illustrate the Meaning of Food Waste and what May be Accomplished by Economy ...,1918,Ginn and company,1918_FoodProblemsToIllust.txt
Economical cookery,1918,"Boston, Little, Brown, and company",1918_Economicalcookery.txt
The Abingdon war-food book;,1918,"New York, Cincinnati, The Abingdon Press",1918_TheAbingdonwarfoodbo.txt
"Our country's call to service through public and private schools; work--save--give; a summons and a plan of action for American boys, girls, parents",1918,"Chicago, New York, Scott, Foresman and company",1918_Ourcountryscalltoser.txt
"""Win the war"" cook book",1918,"[St. Louis?] St. Louis county unit, Woman's committee, Council of national defense, Missouri division",1918_Winthewarcookbook.txt
Lessons in cookery,1918,"Chicago, New York, Rand McNally & company",1918_Lessonsincookery.txt
Twentieth Century Club war time cook book,1918,"Pittsburgh : Pierpont, Siviter & Co.",1918_TwentiethCenturyClub.txt
"One hundred-portion war time recipes; wheatless, economical, tested",1918,Philadelphia ; London : J.B. Lippincott company,1918_Onehundredportionwar.txt
Conversation menus and recipes,1918,"[Chicago, Barnard & Miller, printers]",1918_Conversationmenusand.txt
The Record war-time cook book,1918,[Philadelphia] The Philadelphia record,1918_TheRecordwartimecook.txt
"War economy in food, with suggestions and recipes for substitutions in the planning of meals",1918,"Washington, Govt. print. off.",1918_Wareconomyinfoodwith.txt
The Cook Book,1918,J.J. McSweeney,1918_TheCookBook.txt
The home-keeping book;,1918,"New York, The Home-Keeping Press",1918_Thehomekeepingbook.txt
"Food, its composition and preparation; a textbook for classes in household science",1918,"New York, John Wiley & sons, inc.; [etc., etc.]",1918_Fooditscompositionan.txt
The dasheen : a new vegetable of great value from the south,1918,[Washington],1918_Thedasheenanewvegeta.txt
"The relation of shellfish to fish in Oneida Lake, New York",1918],"[Syracuse, N.Y.",1918_Therelationofshellfi.txt
"Caroline King's cook book; foundation principles of good cookery, with recipes",1918,"Boston, Little, Brown, and company",1918_CarolineKingscookboo.txt
"Mary Elizabeth's war time recipes, containing many simple but excellent recipes for wheatless cakes and bread, meatless dishes, sugarless candies, delicious war time desserts, and many other delectable ""economy"" dishes",1918,"New York, Frederick A. Stokes company",1918_MaryElizabethswartim.txt
Practical Italian recipes for American kitchens,1918,"[Washington, D.C.",1918_PracticalItalianreci.txt
Economy in food,1918,"Boston : Little, Brown, & Co.",1918_Economyinfood.txt
Food and health; an elementary textbook of home making,1918,New York : The Macmillan Co.,1918_Foodandhealthaneleme.txt
Meat,1918,"Urbana, Pub. by the University of Illinois, under the direction of the War committee",1918_Meat.txt
The home-keeping book;,1918,"New York, The Home-Keeping Press",1918_Thehomekeepingbook.txt
The Rocky Mountain cook book : for high altitude cooking,c1918,"Denver, Colo. : C.T. Norton",c1918_TheRockyMountaincook.txt
Wheatless and meatless days,1918,"New York, London, D. Appleton and company",1918_Wheatlessandmeatless.txt
Economical war-time cook book,1918,"New York, G. Sully and company",1918_Economicalwartimecoo.txt
Conservation recipes,1918,"Berkeley, Cal. [Press of the Courier]",1918_Conservationrecipes.txt
The corn cook book,1918,"Chicago, New York [etc.] P.F. Volland company",1918_Thecorncookbook.txt
Cupid's book of good counsel,1918?,"Oakland, Calif.",1918_Cupidsbookofgoodcoun.txt
"The international Jewish cook book; a modern ""kosher"" cook book",1918,"New York, Bloch publishing company",1918_TheinternationalJewi.txt
"Our country's call to service through public and private schools; work-save-give; a summons and a plan of action for American boys, girs, parents. How to win the war for democracy by: 1. Conserving food. 2. Planting home gardens. 3. Saving fuel. 4. Thrift-war savings stamps, etc. 5. Helping the Red Cross. 6. What democracy means",[c1918],"Chicago, New York, Scott, Foresman and Company",c1918_Ourcountryscalltoser.txt
"Outline for potato campaign: suggestions for stimulating immediately a larger use of potatoes, actually increasing our food resources ..",1918,"Washington, Govt. print. off.",1918_Outlineforpotatocamp.txt
The Golden rule cook book,1918,"[Columbus, Ohio, The Citizens' wholesale supply co.]",1918_TheGoldenrulecookboo.txt
Food and freedom; a household book,[c1918],"New York, London, Harper & brothers",c1918_Foodandfreedomahouse.txt
Fish roe and buckroe. With 85 recipes,1918,"[Washington, Govt. print. off.",1918_FishroeandbuckroeWit.txt
Cupid's book of good counsel,1918?,"Oakland, Calif.",1918_Cupidsbookofgoodcoun.txt
Keep the war foods cooking,1918,"Springfield, Dept. of Household Science, Illinois Farmers' Institute",1918_Keepthewarfoodscooki.txt
Sharks as food. With thirty recipes,1918,"[Washington, Govt. print. off.",1918_SharksasfoodWiththir.txt
Journal of home economics,1918,Washington [etc.] American Home Economics Association,1918_Journalofhomeeconomi.txt
"The Rocky Mountain cook book, for high altitude cooking",1918,"Denver, Colo., C. T. Trask",1918_TheRockyMountaincook.txt
Everyday foods in war time,1918,"New York, Macmillan Company",1918_Everydayfoodsinwarti.txt
Manual of wheatless recipes,1918,"Madison, Wis.",1918_Manualofwheatlessrec.txt
The welfare of the school child,1919,"London, Cassell",1919_Thewelfareoftheschoo.txt
Practical sheep husbandry,1919,"Chicago, Ill., W. A. Burns",1919_Practicalsheephusban.txt
Date cook book,1919,"[Coachella, Cal. Press of Coachella Valley submarine",1919_Datecookbook.txt
"Rice for breakfast, dinner, supper",[c1919],"Chicago, New York, Rand, McNally and Company",c1919_Riceforbreakfastdinn.txt
The Hotel St. Francis cook book;,[c1919],Chicago Ill. : The Hotel Monthly Press,c1919_TheHotelStFranciscoo.txt
Health education in rural schools,1919,"Boston, Houghton",1919_Healtheducationinrur.txt
The J.C. Forkner fig-gardens recipes; how to serve figs in the home,c1919],"Fresno, Calif. [Crown Printing and Engraving Co.",c1919_TheJCForknerfiggarde.txt
Journal of home economics,1919,Washington [etc.] American Home Economics Association,1919_Journalofhomeeconomi.txt
Housing and the public health,[1919],"London, Cassell",1919_Housingandthepublich.txt
Practical sheep husbandry,1919,"Chicago, Ill., W.A. Burns",1919_Practicalsheephusban.txt
"Lessons in cooking through preparation of meals; a correspondence course prepared to teach the art of cooking in the home, through a series of graded menus, with directions for preparing the meals, as well as the separate recipes",1919,"Chicago, American School of Home Economics",1919_Lessonsincookingthro.txt
Electric ranges,1919,"Lafayette, Ind. Purdue University",1919_Electricranges.txt
"""Victory"" cook book ..",1919,"[Boston, Mission church press",1919_Victorycookbook.txt
Unusual meats,1919,[Chicago] U.S.A. : Swift & Company,1919_Unusualmeats.txt
The milky way to economy,1919,"[Boston, Anchor linotype printing co.",1919_Themilkywaytoeconomy.txt
The health of the teacher,1919,"Chicago, Forbes",1919_Thehealthoftheteache.txt
The Hotel St. Francis cook book;,1919,"Chicago, Ill., The Hotel monthly press",1919_TheHotelStFranciscoo.txt
